Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"['I would rather have root canal treatments without anesthesia than take a fake vaccine.', ""I'd rather have root canal treatments without anesthesia than take a fake vaccine."", 'I would rather have root canal treatments in a row without anesthesia than take a fake vaccine.', 'I would rather have root canal treatments without anesthesia than take the fake vaccine.']",0,0,0,0,0,1,0,0,0,0,0,0
"['No one has died or become ill from the flu this year.', 'This year, no one has died of the flu or become ill.', ""No one has died of the flu this year, that's amazing!"", ""No one has died or become ill from the flu this year, that's amazing!""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Biden is floating as a possible candidate for President.', 'Biden is floating as a possible candidate for President, but he is dumber than that.', 'Biden is a possible candidate for President, but he is dumber than that.', 'Biden is a potential candidate for President, but he is dumber than that.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""People are less likely to take a vaccine for a virus with a mortality rate of 0.05% and for which the government can't provide accurate or trustworthy data."", 'People are less likely to take a vaccine for a virus with a mortality rate of 0.05% and for which the government cannot provide accurate or trustworthy statistics.', 'People are less likely to take a vaccine for a virus with a mortality rate of 0.05% and for which the government cannot provide accurate or trustworthy data.', ""People are less likely to take a vaccine for a virus with a mortality rate of 0.05% and for which the government can't provide accurate or trustworthy statistics.""]",0,0,1,0,0,0,0,0,1,0,0,0
"['The Chief Medical Officer of Moderna admitted to Alters DNA in the TED Talk video.', 'The Chief Medical Officer of Moderna admitted to Alters DNA.', 'The Chief Medical Officer of Moderna admitted to Alters DNA in the original video.', 'The Chief Medical Officer of Moderna admitted to Alters DNA in a TED Talk video.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The vaccine passport is a step forward in the script to enslave humanity if C19 is true.', 'The vaccine passport is a step forward in the script to enslave humanity, if C19 is true.', 'The vaccine passport is a step forward in the script to enslave humanity if it is shown that C19 is aTrojan horse.', 'The vaccine passport is a step forward in the script to enslave humanity if it is shown that C19 was long foreknown.']",1,1,0,1,0,0,0,0,0,0,0,0
"[""You don't support education by locking up students or ruining businesses, you support it by peddling the vaccine for your experts who are set to make trillions from a not yet proven safe or effective vaccine."", ""You don't support education by locking up students or ruining businesses, you support it by peddling the vaccine for your so called experts who are set to make trillions from a not yet proven safe or effective vaccine."", ""You don't support education by locking up students or ruining businesses, you support it by peddling the vaccine for your experts who are set to make trillions of dollars from a not yet proven safe or effective vaccine."", ""You don't support education by locking up students or ruining businesses, you support it by peddling the vaccine for your experts who are set to make trillions from a not yet proven safe or effective vaccine!""]",0,0,0,0,0,0,1,0,0,1,0,0
"['Some healthcare workers in the U.S. suffer serious reactions to illegal Pfizer experimental vaccine.', 'There are healthcare workers in the U.S. who suffer serious reactions to illegal Pfizer experimental vaccine.', 'Some healthcare workers in the U.S. suffer serious reactions from illegal Pfizer experimental vaccine.', 'There are healthcare workers in the U.S. who suffer serious reactions to illegal Pfizer Experimental Vaccine.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The new Pfizer-BioNTech vaccine has never before been approved for use in humans.', 'The new Pfizer-BioNTech vaccine has never been approved for use in humans.', 'There is a vaccine for a virus with a 99% survival rate.', 'The new Pfizer-BioNTech vaccine has never before been approved for human use.']",0,0,0,0,0,0,1,0,0,0,0,0
"['The vaccine business will be destroyed due to the death of British model Stephanie Dubois.', 'The vaccine business will be destroyed due to the death of British modelStephanie Dubois.', 'The vaccine business will be destroyed due to the death of British model and corona vaccine patient.', 'The vaccine business will be destroyed due to the death of British model and corona vaccine patient,Stephanie Dubois.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The holiday industry is going to collapse.', ""I don't know anyone who wants this vaccine."", ""I don't know if anyone wants the vaccine."", ""I don't know anyone who wants a vaccine.""]",0,0,0,0,0,0,1,0,1,0,0,0
"['It would seem that Europe is not accepting the Covishield as an acceptable vaccine, so what about that?', 'It would seem that Europe is not accepting the COVISHIELD as an acceptable vaccine, so what about that?', 'It would seem that Europe is not accepting the Covishield as an acceptable vaccine so what about that?', 'It would seem that Europe is not accepting the COVISHIELD as an acceptable vaccine so what about that?']",0,0,0,0,0,1,0,0,0,0,0,0
"[""You don't need a vaccine for covid if you are healthy and fit."", ""If you are healthy and fit, you don't need a vaccine."", ""If you are healthy and fit, you don't need a vaccine for covid."", ""You don't need a vaccine if you are healthy and fit.""]",1,0,0,0,0,0,0,0,0,1,0,0
"[""I agree we could be, that's my whole point, the vaccine could be safe and cause long term issues, but neither are proven yet."", ""I agree we could be, that's my whole point, the vaccine could be safe and cause long term issues, but neither are proven yet, hence why I am not interested in vaccinations."", ""I agree we could be, that's my whole point, the vaccine could be safe and cause long term issues but neither are proven yet, hence why I am not interested in vaccinations."", ""I agree we could be, that's my whole point, the vaccine could be safe and cause long term issues, but neither are proven yet, hence why I am not interested in vaccinations at the moment.""]",1,0,0,0,0,0,0,0,1,0,0,0
"['The Tump family and their cronies have massive stock in Moderna, not taking anything associated with a Tump.', 'The Tump family and their cronies have massive stock in Moderna, not being associated with a Tump.', 'The Tump family and their cronies have massive stock in Moderna, not associated with a Tump.', 'The Tump family and their cronies have massive stock in Moderna, not associated with a Tump, so they are pushing the vaccine as the one Tump partners with.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""We still don't have a vaccine for AIDS, and we don't know if we can develop one for Chinese Flu this fast."", ""We still don't have a vaccine for AIDS, and we don't know if we can develop one for Chinese Flu."", ""We still don't have a vaccine for AIDS, and we don't have a vaccine for Chinese Flu."", ""We still don't have a vaccine for AIDS, and we don't have one for Chinese Flu.""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""Gov't state news is pushing a scientist to say 85% vaccine rate is needed to reopen economy, even though lock downs are creating more death."", ""Gov't state news is pushing a scientist to say 85% vaccine rate is needed to reopen economy, even though lock downs are killing more people."", ""Gov't state news is pushing a state scientist to say 85% vaccine rate is needed to reopen economy, even though lock downs are creating more death."", ""Gov't state news is pushing the state scientist to say 85% vaccine rate is needed to reopen economy, even though lock downs are creating more death.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""The Vaccine doesn't stop you from catching and spreading the virus, so there's no point in a Vaccine passport."", ""The Vaccine doesn't stop you from catching and spreading the virus, so there's no point in having a Vaccine passport."", ""The Vaccine doesn't stop you from catching and spreading the virus, so there's no point in having a vaccine passport."", ""The Vaccine doesn't stop you from catching and spreading the virus, so there's no point in a vaccine passport.""]",0,0,0,0,0,0,0,0,0,1,0,0
"['I find it a violation of the integrity of people to force them to get a vaccine in order to fly.', 'I find it a violation of the integrity of people to force them to get a vaccine just so they can fly.', 'I find it a violation of the integrity of people to force them to get vaccine only so they can fly.', 'I find it a violation of the integrity of people to force them to get a vaccine only so they can fly.']",0,1,0,0,0,0,0,0,0,0,0,0
"['The only thing I will take for covid is zinc and the Z-Pac.', 'The only thing I will take for covid is Zinc and the Z-Pac.', 'The only thing I will take for covid is the vaccine.', 'The only thing I will take for covid is the zinc and the Z-Pac vaccine.']",1,0,0,0,0,0,0,0,0,0,0,0
"['Donald Trump said that the fear of death by covid was almost fake.', 'Donald Trump said that fear of death by covid was almost fake.', 'Donald Trump said that the fear of death by covid was almost real.', 'Donald Trump said that fear of death by covid was almost fake, but who really?']",0,0,1,0,1,0,0,0,0,0,0,0
"['I will not get a vaccine until trump is gone.', 'I will not get a vaccine until trump is out of office.', ""I won't get a vaccine until trump is gone."", ""I won't get a vaccine until trump is gone, this is why.""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""The first vaccine that works seven times as well as the second is what we'll all get, because the British government invested heavily in the Oxford one."", ""The first vaccine that works seven times as well as the second is what we'll all get because the British government invested heavily in the Oxford one."", ""The first vaccine that works seven times as well as the second is what we'll all get, because the British government has invested heavily in the Oxford one."", ""The first vaccine that works seven times as well as the second is what we'll all get because the British government has invested heavily in the Oxford one.""]",0,0,0,0,0,0,0,0,0,1,0,0
"['The immune system is less able to stop covid if you have 2 Pfizer jabs.', 'The immune system is less able to stop covid if you have 2 Pfizer covid jabs.', 'David Bauer has found that Pfizer covid jabs wreck the immune system and make it less able to stop covid.', 'David Bauer has found that Pfizer covid jabs wreck the immune system, making it less able to stop covid.']",0,0,0,0,0,0,0,0,1,1,0,0
"[""Cuomo said it couldn't happen, but the one who actually got us a vaccine is the one that never gave a damn."", ""Cuomo said it couldn't happen, and that the one who actually got us a vaccine was the one that never gave a damn."", ""Cuomo said it couldn't happen, and that the one who actually got us a vaccine is the one that never gave a damn."", ""Cuomo said it couldn't happen, but the one who actually got us a vaccine is the one who never gave a damn.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['There are a number of coronaviruses going through the population in any given year, and any deaths would fall under the umbrella of ILI or whatever comorbidity the person has.', 'There are a number of coronaviruses going through the population in any given year, and any deaths would fall under the umbrella of ILI or whatever comorbidity the person had.', 'There are a number of coronaviruses going through the population in any given year, and any deaths would fall under the umbrella of ILI.', 'There are a number of coronaviruses going through the population in any given year, and any deaths would fall under the umbrella of ILI or something similar.']",0,0,0,0,0,0,0,0,1,0,0,0
"['I thought about getting the vaccine from Pfizer, but I am suspicious now that Gates is involved.', 'I was considering getting the vaccine from Pfizer, but I am suspicious now that Gates is involved.', 'I thought about getting the vaccine from Pfizer, but now I am suspicious because Gates is involved.', 'I thought about getting the vaccine from Pfizer, but now I am suspicious that Gates is involved.']",0,0,0,0,1,0,0,0,0,0,0,0
"['We will be further down the road to ""herd immunity"" if the argument is correct.', 'We will be further down the road to ""herd immunity"" if the ""antibody"" argument is correct.', 'We will be further down the road to ""herd immunity"" if the ""antibody->immunity"" argument is correct.', 'We will be further down the road to ""herd immunity"" if the ""antibody"" argument proves correct.']",0,0,0,0,0,0,0,0,1,0,0,0
"['15 million doses of Johnson & Johnson vaccine were destroyed in a subcontractor accident.', 'There were 15 million doses of Johnson & Johnson vaccine destroyed in a subcontractor accident.', 'The 15 million doses of Johnson & Johnson vaccine were destroyed in a subcontractor accident.', 'There are 15 million doses of Johnson & Johnson vaccine destroyed in a subcontractor accident.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""Pfizer's vaccine was approved in the UK without release of standard vaccine safety and standards information."", ""Pfizer's vaccine was approved in the UK without the release of standard vaccine safety and standards information."", ""Pfizer's vaccine was approved in the UK without release of standard vaccine safety and standards information, which is strange."", ""Pfizer's vaccine was approved in the UK without release of standard vaccine safety and standards information, which is atypical.""]",0,0,1,0,0,0,0,0,0,0,0,0
"[""I don't think he will mandate a vaccine for Covid-19 since it's un American."", ""I don't think he will mandate a vaccine for Covid-19 since it's unAmerican, and I look for this to happen on his watch."", ""I don't think he will mandate a vaccine for Covid-19 since it's unAmerican, but I look for this to happen on his watch."", ""If he mandated a vaccine for this man-made virus, I don't think he will do that since he's un American.""]",0,1,0,0,0,0,0,1,0,0,0,0
"['The tech company will wipe any posts that suggest vaccines are used to intentionally cause harm, or are not necessary.', 'The tech company will wipe any posts that suggest vaccines are used to intentionally cause harm or are not necessary.', 'The tech company will wipe any posts that suggest vaccines are used to intentionally cause harm, or that are not necessary.', 'The tech company will wipe any posts that suggest vaccines are used to intentionally cause harm, or that they are unnecessary.']",1,0,1,1,0,0,0,0,0,0,0,0
"[""We chill if he doesn't make me get a vaccine."", ""As long as he doesn't make me get a vaccine, we chill."", ""We chill as long as he doesn't make me get a vaccine."", ""We chill as long as he doesn't make me get a vaccine""]",0,1,0,0,0,0,0,0,0,0,0,0
"['I would rather die.', 'Thank you, but I would rather die.', 'I would rather die, thank you!', 'I would rather die, thank you.']",0,0,0,0,0,0,0,0,0,0,0,1
"[""I'm worried that young people in Australia will end up getting a vax that protects them from getting long COVID, and that older people will be forced to stick with low-efficacy, dangerous-side-effect Astra Zeneca."", ""I'm worried that young people in Australia will end up getting a vax that protects them from getting long COVID and that older people will be forced to stick with low-efficacy, dangerous-side-effect Astra Zeneca."", ""I'm worried that young people in Australia will end up getting a vax that protects them from getting long COVID, and older people will be forced to stick with low-efficacy, dangerous-side-effect Astra Zeneca."", ""I'm worried that young people in Australia will end up getting a vax that protects them from getting long COVID, and that older people will be forced to stick with low-efficacy, dangerous-side-effect Astra Zeneca, because of this.""]",0,1,0,0,0,0,0,0,1,1,0,0
"[""The Oxford vaccine has shown some serious adverse effect, but it's up to you."", 'The Oxford vaccine has shown some serious adverse effect, but it is up to you.', 'The Oxford vaccine has shown some serious adverse effect, so it is up to you.', 'The Oxford vaccine has shown a serious adverse effect.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""He couldn't deny that he was on a TV interview about the moderna vaccine and adverse reactions."", ""He couldn't deny that he was on a TV interview about the moderna vaccine and the adverse reactions."", ""He couldn't deny that he was on a TV interview about the moderna vaccine and adverse reactions, has anyone called him out?"", ""He was on a TV interview about the moderna vaccine and the adverse reactions and he couldn't refute anything, has anyone called him out?""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""Do you think it's safe to take the experimental Pfizer shot? With France and Australia stopping their Vaccine program, do you think it's safe to take the experimental Pfizer shot?"", ""Do you think it's safe to take the experimental Pfizer shot?"", ""Do you think it's safe to take the experimental Pfizer shot? With France and Australia stopping their Vaccine program, do you really think it's safe to take the experimental Pfizer shot?"", ""Do you think it's safe to take an experimental Pfizer shot?""]",0,0,0,0,0,0,1,0,0,1,0,0
"['There is no vaccine for Covid-19 and the development of one is a long time off.', 'There is no vaccine for Covid-19 and the development of one is a long time off, so there is a problem.', 'There is no vaccine for Covid-19 at the moment and the development of one is a long time off.', 'There is no vaccine for Covid-19 and the development of one is a long time off, so a vaccine may give you a bit of a sore arm.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The United States has been destroyed by a communist takeover in disguise of public health.', 'The United States has been destroyed for almost a year by a communist takeover in disguise of public health.', 'The United States has been destroyed by a communist takeover in disguise of public health, and this election drama might be to crash the Electoral College.', 'The United States has been destroyed by a communist takeover in disguise of public health, and this election drama may be to crash the Electoral College.']",0,0,0,0,1,0,0,0,0,0,0,0
"['Pfizer is developing a pill to treat Covid-19, which may hit the market by the end of 2021.', 'Pfizer is developing a pill to treat Covid-19, which could be on the market by the end of 2021.', 'Pfizer is developing a pill to treat Covid-19, which could hit the market by the end of 2021.', 'Pfizer is developing a pill to treat Covid-19, which could be on the market by the end of the year.']",0,0,0,0,0,0,1,0,0,0,0,0
"['The vaccine injured people who were paid out over $4 billion.', ""The vaccine injured people who were paid out over $4 billion since the 80's."", ""The vaccine injured people who were paid over $4 billion since the 80's."", 'The vaccine injured people who were paid over $4 billion.']",0,0,1,0,0,0,0,0,1,0,0,0
"['There are no deaths for vaccine people in the world.', 'There are no deaths for vaccine people in the world according to European data.', 'There are no deaths for vaccine people in the world, where are you getting that?', 'There are no deaths for vaccine people in the world, where are you getting that from?']",0,0,0,0,0,0,0,0,1,0,0,0
"[""It's cold in hell before I take it, so I don't give a shit who comes in first."", ""It's cold in hell before I take it, but I don't give a shit who comes in first."", ""It's cold in hell before I take it, so I don't give a shit who comes first."", ""It's cold in hell before I take it, but I don't care who comes in first.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['Pfizer is working with the government to get the vaccine out fast...so in their minds, they have a legitimate reason to not giveStimulus checks with the next bill.', 'Pfizer is working with the government to get the vaccine out fast...so in their minds, they have a legitimate reason to not give stimulus checks with the next bill.', 'Pfizer is working with the government to get the vaccine out fast...so in their minds, they have a legitimate reason to not giveStimulus checks.', 'Pfizer is working with the government to get the vaccine out fast...so in their minds, they have a legitimate reason to not giveStimulus checks with the next bill']",0,0,0,0,0,0,1,0,0,0,0,0
"['This is not a conspiracy theory, as they are very arrogant and very open about just what they dream about achieving.', 'This is not a conspiracy theory, as they are very arrogant and open about just what they dream about achieving.', 'This is not a conspiracy theory, as they are very arrogant and very open about what they dream about achieving.', 'This is not a conspiracy theory, as they are very arrogant and open about what they dream about achieving.']",0,0,0,1,0,0,0,0,0,0,0,0
"[""Pfizer was able to do their work because they got a pre-order for $2 billion, but they didn't get up front money."", 'Pfizer was able to do their work because they got a pre-order for $2 billion.', 'Pfizer was able to do their work because they got a pre-order for $2 billion, but not up front money.', 'Pfizer was able to do their work because they got a pre-order for $2 billion, but they did not get up front money.']",0,0,0,0,0,0,0,0,0,1,0,0
"['The solution is not implemented by the German government.', 'The solution to the Covid is not implemented by the German government.', 'There is a solution, German government does not implement it.', ""There is a solution, German government doesn't implement it.""]",1,0,0,1,0,0,0,0,0,0,0,0
"['Sorry, but there is a vaccine for Donald Trump and Mike Pence.', 'Donald Trump and Mike Pence, sorry, but there is a vaccine.', ""Donald Trump and Mike Pence, sorry, but there's a vaccine for you."", 'Sorry, but there is a vaccine for Donald Trump and Mike Pence.']",0,0,0,0,1,0,0,0,0,0,0,0
"['This will change us from how we have evolved in the past.', 'This will change us from how we evolved.', 'This will change us from how we evolve to how we are now.', 'This will change us from how we have evolved.']",0,0,0,1,0,0,0,0,0,0,0,0
"['The shingles vaccine has a worse adverse event rate than Pfizer.', 'The adverse event rate for the shingles vaccine is worse than that of Pfizer.', 'The adverse event rate for the shingles vaccine is worse than the one for pfizer.', 'The adverse event rate for the shingles vaccine is worse than the one for the Zoloft.']",0,0,0,0,0,0,0,0,1,0,0,0
"['Some people think that the vaccine will save them.', 'Some people think the vaccine will save them.', 'Some people think that the vaccine will save them. Only Jesus can save them.', ""Some people think that the vaccine will save them, that's not true.""]",0,0,0,0,0,0,0,0,0,0,1,0
"['The Pfizer vaccine funded by Gates has been cleared for use by the MHRA.', 'The Gates funded Pfizer vaccine has been cleared for use by the MHRA.', 'The Pfizer vaccine funded by Gates has been cleared by the MHRA for use.', 'The Pfizer vaccine funded by Gates has been cleared for use by MHRA.']",0,0,0,0,0,0,1,0,0,0,0,0
"[""I'm advocating for mass harm, but I'm also god. Sounds like you're confused, Tim."", ""I'm advocating for mass harm but I'm also god, Tim. Please, please, send me more links!"", ""I'm advocating for mass harm but I'm also god, Tim."", ""I'm advocating for mass harm, but I'm also god, Tim. Please, please, send me more links!""]",0,0,0,0,0,0,0,0,1,0,0,0
"[""Big pharma causes vaccine injuries even though kids don't get Corona."", ""Big pharma causes vaccine injuries even though kids don't get corona."", ""Big pharma cause vaccine injuries even though kids don't get Corona."", ""Big pharma causes vaccine injuries even though kids don't get corona, and they will inject kids.""]",0,0,1,0,0,0,0,0,1,0,0,0
"[""I don't have a vaccine from Pfizer in my life mate."", ""I don't have a vaccine from Pfizer in my life."", 'I have never had a vaccine from Pfizer in my life.', ""I don't have a vaccine from Pfizer in my life partner.""]",0,0,1,0,0,0,0,0,0,0,0,0
"['The European Medical Authorities have found a possible link to very rare cases of blood clot with low blood platelets.', 'The European Medical Authorities found a possible link to very rare cases of blood clot with low blood platelets.', 'European Medical Authorities found a possible link to very rare cases of blood clot with low blood platelets.', 'The European Medical Authorities have found a possible link to very rare cases of unusual blood clot with low blood platelets.']",0,0,0,0,0,0,0,0,1,0,0,0
"['BC is pushing it hard until we have a vaccine.', 'BC pushing it hard until we have a vaccine.', ""Y'all can take that idea to the glory hole and do what you do best."", ""Y'all can take that idea to the glory hole and do what you do best, it's a no from me.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['Boris Johnson said that there were 100k deaths in 2019.', 'Boris Johnson said there were 100k deaths in 2019.', 'Boris Johnson said that there were 100k deaths in the year.', 'Boris Johnson said that there were 100k deaths this year.']",0,0,0,0,1,0,0,0,0,0,0,0
"[""I don't understand how they can say that the first 4 vulnerable groups will be protected by 15.2.21 when they will only have had the first dose with second dose far later than recommended."", ""I don't understand how they can say that the first 4 vulnerable groups will be protected by 15.2.21 when they will only have had the first dose with second dose far later than recommended so no data on effectiveness."", ""I don't understand how they're allowed to say that the first 4 vulnerable groups will get the vaccine by 15.2.21 when they'll only have had the first dose with second dose far later than recommended."", ""I don't understand how they're allowed to say that the first 4 vulnerable groups will get the vaccine by 15.2.21, when they'll only have had the first dose with second dose far later than recommended.""]",0,0,0,0,0,0,0,0,0,1,0,0
"[""If they aren't aiming for Zero- Covid then explain why they're trialing the Oxford vaccine on children who are at virtually no risk from serious illness or mortality from the virus?"", ""If they aren't aiming for Zero- Covid then explain why they're trialing the Oxford vaccine on children who are at virtually no risk from serious illness or mortality from the virus."", ""If they aren't aiming for Zero- Covid then explain why they're trialing the Oxford vaccine on children who are at virtually no risk from serious illness or death from the virus."", ""If they aren't aiming for Zero- Covid, then explain why they're trialing the Oxford vaccine on children who are at virtually no risk from serious illness or mortality from the virus?""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Why do you care about vaccine passports if you trust the vaccine?', ""Why don't you care about vaccine passports if you trust the vaccine?"", 'If you trust the vaccine, why do you care about vaccine passports?', 'Why do you care about vaccine passports?']",0,1,0,0,0,0,0,0,0,0,0,0
"['The vaccine will not arrive in time to save us.', ""The vaccine won't arrive in time to save us."", 'The vaccine would not arrive in time to save us.', 'The vaccine will not arrive in time to save us, so we could have had it already.']",0,0,0,0,0,1,0,0,0,0,0,0
"['They will never tell you that Chinese vaccine is the best.', 'They will never tell you in 2021 that the Chinese vaccine is the best.', 'They will never tell you in 2021.', 'They will never tell you in 2021 that Chinese vaccine is the best.']",0,0,0,0,0,1,0,0,0,0,0,0
"[""If I had an auto immune test done before I got the vaccine, I wouldn't need it."", 'If I had an auto immune test done before I got the vaccine, I would not need it.', ""I wouldn't need the vaccine if I had an auto immune test done before I got it."", ""If I had an auto immune test done before I got the vaccine, I wouldn't need it at all.""]",1,0,0,0,0,0,0,0,0,0,0,0
"[""The first time I heard of a chip was when the US Agency for International Development funded a medical team in Africa so that they wouldn't be able to get the same vaccine twice."", ""The first time I heard of a chip was when the US Agency for International Development funded a medical team in Africa so they wouldn't be able to get the same vaccine twice."", ""The first time I heard of a chip was when the US Agency for International Development funded a medical team in Africa so they wouldn't have to give the same vaccine twice."", ""The first time I heard of a chip was when the US Agency for International Development funded a medical team in Africa so that they wouldn't have to give the same vaccine twice.""]",0,0,0,1,0,0,0,1,0,0,0,0
"['The Gates family will develop a vaccine.', 'The Gates family is going to develop a vaccine.', 'The Gates family are going to develop a vaccine.', 'The Gates family is going to develop a vaccine for coronaaviruses.']",0,0,1,1,0,0,0,0,0,0,0,0
"['The FDA knows this and has insisted on new trials for myocarditis as a result.', ""The FDA knows this and has insisted on new trials for myocarditis, as the vaccine's new name is Cominarty."", 'The FDA knows this and has insisted on new trials for myocarditis, as the vaccine is being renamed.', ""The FDA knows this and has insisted on new trials for myocarditis, as the vaccine's brand is being changed.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Moderna vaccine causes swelling for people with lip augmentation.', 'Moderna vaccine causes swelling for people with lip injections.', 'The moderna vaccine causes swelling for people with lip augmentation.', 'The moderna vaccine causes swelling for people who have lip augmentation.']",0,0,0,0,0,0,0,0,1,0,0,0
"[""The vaccine hasn't been approved for adults and our government is approving it for kids."", ""The vaccine hasn't been approved for adults and the government is approving it for kids."", ""The vaccine hasn't been approved for adults and our government is approving it for kids, so where is the WHO approval?"", ""The vaccine hasn't been approved for adults and our government is approving it for kids, where is the WHO approval?""]",0,0,0,0,0,0,1,0,0,0,0,0
"['Pray and say NO to Pfizer Vaccines from Hell!', 'Pray and say NO to Pfizer Vaccines from Hell.', 'Pray and say no to Pfizer Vaccines from Hell!', 'Pray and say no to Pfizer Vaccines from Hell.']",0,0,0,0,0,0,0,0,0,0,1,0
"['The common cold and Covid are both coronaviruses.', 'The common cold and Covid are both caused by the same virus.', 'The common cold and Covid are both caused by the coronaviruses.', 'The common cold and Covid are both caused by the Coronaviruses.']",1,0,0,0,0,0,0,0,0,0,0,0
"['The Johnson and Johnson vaccine has a low effective rate.', ""The Johnson and Johnson vaccine's effective rate is too low."", 'The Johnson and Johnson vaccine has an effective rate of 34%.', 'The Johnson and Johnson vaccine has an effective rate of just 34%.']",0,0,0,0,0,0,0,0,0,1,0,0
"['The vaccine may be to blame for the spike in care home deaths.', 'The vaccine could be to blame for the spike in care home deaths.', 'The vaccine may be to blame for the spike in deaths in care homes.', 'The vaccine may be to blame for the spike in deaths at care homes.']",0,0,0,0,0,0,0,0,1,0,0,0
"['The UK and the US have signed an indemnity bond with Pfizer, but India has not.', 'The UK and the US have agreed to an indemnity bond for Pfizer, but India has not.', 'The UK and the US have signed an indemnity bond with Pfizer, but India is not.', 'The UK and the US have agreed to an indemnity bond for Pfizer, but India is not.']",0,0,1,0,0,0,0,0,1,0,0,0
"['The first thing they tried in China was a veterinary vaccine for dogs.', 'I wish it was true, but the first thing they tried in China was a veterinary vaccine for dogs.', 'I wish it was true, but the first thing they tried in China was a vaccine for dogs.', 'The first thing they tried in China was a vaccine for the corona virus.']",0,0,0,0,0,1,0,0,0,0,0,0
"['The first country to understand this fake fear is Sweden.', 'Sweden is the first country to understand this fake fear.', 'Sweden is the first country to understand the fake fear of vaccine fraud.', 'Sweden is the first country to understand this fake fear and save people from vaccine fraud.']",1,0,0,0,0,0,0,0,0,0,0,0
"['If the vaccine worked, we would be able to come out of the lock down earlier.', 'If the vaccine worked, we would be able to leave the lock down earlier.', 'If the vaccine worked, we would be able to come out of the lockdown earlier.', 'If the vaccine worked we would be able to come out of the lock down earlier.']",0,0,0,0,0,0,1,0,0,1,0,0
"['Johnson suggested that a vaccine passport would force young people to get the vaccine.', 'Johnson suggested that a vaccine passport would force young people to seek out the vaccine.', 'Johnson suggests that a vaccine passport would force young people to get the vaccine.', 'Johnson suggested a vaccine passport would force young people to get the vaccine.']",0,1,0,0,0,0,0,0,0,1,0,0
"[""The public will have to take another vaccine after a few months if they don't come up with another vaccine."", ""They will come up with another vaccine if they don't, the public will have to take it again after a few months."", ""The public will have to take another vaccine after a few months if they don't come up with another one."", ""The public will have to take another vaccine after a few months if they don't come up with a new one.""]",0,0,0,0,0,0,0,0,0,1,0,0
"[""Since Pfizer is the major vaccine in Canada, I thought I'd take a quick look and see what the numbers are like."", 'Since Pfizer is the major vaccine in Canada, I thought I would take a quick look and see what the numbers are like.', 'The adverse reactions to the vaccine in the UK are fascinating.', ""Since Pfizer is the major vaccine in Canada, I thought I'd take a quick look and see what the numbers were like.""]",0,0,0,0,0,0,0,0,1,0,0,0
"['Bizarrely, members of the government keep going on the TV and implying he thinks it will stop transmission, and he is just.', 'Bizarrely, members of the government keep going on the TV and implying he thinks it will stop transmission, and he is just', 'Bizarrely, members of the government keep going on the TV and implying that it will stop transmission, and he is just.', ""Bizarrely, members of the government keep going on the TV and implying he thinks it will stop transmission, and he's just""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""Many people have already given up their brains and had the vaccine, just a vitamins boost, if we'd known it was coming to the UK."", ""Many people have already given up their brains and had the vaccine, just a vitamins boost, and we wish we'd known about it."", ""Many people have already given up their brains and had the vaccine, just a vitamins boost, so we wish we'd known about it."", ""Many people have already given up their brains and had the vaccine, just a vitamins boost, if we'd known about it.""]",0,0,0,0,0,0,0,1,0,0,0,0
"[""I don't think we can vilify anyone who doesn't want the vaccine."", ""I don't think we can vilify people who don't want the vaccine."", ""I don't think we are in a position to vilify anyone who doesn't want the vaccine."", ""I don't think we're in a position to vilify anyone who doesn't want the vaccine.""]",0,0,0,0,0,0,0,0,0,0,0,1
"['The politicians of Ontario are committed to fixing the problem of the virus.', 'The politicians of Ontario are committed to fixing the problem of the virus, so they gave vaccine to 3 people yesterday.', 'The politicians of Ontario are committed to fixing the problem of the virus, so they gave vaccine to three people yesterday.', 'The politicians of Ontario are committed to fixing the problem of the virus, so they gave 3 people vaccine yesterday.']",0,0,0,0,1,0,0,0,0,0,0,0
"['Will you be taking the Vaccine from Pfizer? How do you trust a Vaccine that has been blessed by Bill Gates?', ""Will you be taking the Vaccine from Pfizer? How do you know if it's safe?"", ""Will you be taking the Vaccine from Pfizer? How do you know if it's legit?"", ""Will you be taking the Vaccine from Pfizer? How do you know if it's a good one?""]",0,0,1,0,0,0,0,0,0,0,0,0
